,,,CATEGORYWISE MERIT LIST : B14 - BTECH,,,,,,
RANK,JMI REG NO,JEEROLL,JEEMARKS,JEERANK,PREF1,PREF2,PREF3,PREF4,PREF5
224,JMI0099346,19903798,192,10403,Mechanical,Computer,Electrical,Civil,Electronics
225,JMI0010805,12801900,192,10404,Computer,Mechanical,Electronics,Civil,Electrical
226,JMI0007649,11629388,192,10410,Computer,Electronics,Mechanical,Electrical,Civil
227,JMI0001781,59801649,191,10465,Computer,Mechanical,Civil,Electronics,Electrical
228,JMI0017934,17709352,191,10468,Computer,Civil,Electronics,Mechanical,Electrical
229,JMI0102043,11105952,191,10474,Computer,Mechanical,Electrical,Civil,Electronics
230,JMI0010234,11612162,191,10523,Computer,Electronics,Electrical,Mechanical,Civil
231,JMI0112846,19200088,191,10540,Computer,Electronics,Mechanical,Electrical,Civil
232,JMI0124402,17301938,191,10547,Computer,Electronics,Electrical,Mechanical,Civil
233,JMI0042568,11647062,191,10570,Computer,Electrical,Civil,Electronics,Mechanical
234,JMI0002877,11105671,191,10593,Electrical,Computer,Mechanical,Civil,Electronics
235,JMI0007566,12903383,191,10625,Computer,Electronics,Electrical,Civil,Mechanical
236,JMI0000824,11651474,191,10644,Computer,Electronics,Electrical,Civil,Mechanical
237,JMI0012890,19203210,191,10647,Computer,Mechanical,Electrical,Electronics,Civil
238,JMI0031608,17501603,190,10696,Computer,Electrical,Electronics,Mechanical,Civil
239,JMI0001361,11615637,190,10725,Computer,Electronics,Electrical,Mechanical,Civil
240,JMI0002038,11602814,190,10793,Electrical,Electronics,Computer,Mechanical,Civil
241,JMI0002942,19914010,190,10815,Computer,Electronics,Electrical,Civil,Mechanical
242,JMI0006080,19204091,190,10828,Computer,Mechanical,Civil,Electrical,Electronics
243,JMI0007753,11607378,190,10954,Computer,Electronics,Mechanical,Electrical,Civil
244,JMI0011473,11623883,189,10993,Computer,Mechanical,Electrical,Electronics,Civil
245,JMI0005417,12902383,189,10995,Computer,Mechanical,Civil,Civil,Electronics
246,JMI0022819,14602354,189,11042,Computer,Electrical,Mechanical,Electronics,Electrical
247,JMI0017043,19201974,189,11107,Computer,Mechanical,Electronics,Electrical,Civil
248,JMI0048981,21203754,189,11119,Computer,Electronics,Electrical,Mechanical,Civil
,,,CATEGORYWISE MERIT LIST : B14 - BTECH,,,,,,
RANK,JMI REG NO,JEEROLL,JEEMARKS,JEERANK,PREF1,PREF2,PREF3,PREF4,PREF5
249,JMI0124450,11620339,189,11136,Computer,Electronics,Mechanical,Electrical,Civil
250,JMI0018330,11634583,189,11142,Computer,Electrical,Electronics,Civil,Mechanical
251,JMI0124150,19703731,189,11173,Computer,Electronics,Mechanical,Electrical,Civil
252,JMI0007315,14810516,189,11176,Civil,Mechanical,Electronics,Electrical,Computer
253,JMI0095139,12903478,189,11177,Mechanical,Electronics,Computer,Electrical,Civil
254,JMI0012226,11613880,189,11187,Computer,Electronics,Electrical,Mechanical,Civil
255,JMI0010506,11639122,189,11199,Computer,Electronics,Mechanical,Electrical,Civil
256,JMI0087673,11630763,189,11201,Computer,Mechanical,Electrical,Electronics,Civil
257,JMI0010325,13400388,188,11244,Computer,Mechanical,Electronics,Electrical,Civil
258,JMI0007350,11640421,188,11282,Computer,Mechanical,Electrical,Electronics,Civil
259,JMI0007597,19001809,188,11298,Computer,Electronics,Electrical,Mechanical,Civil
260,JMI0023313,15001453,188,11300,Computer,Electronics,Electrical,Mechanical,Civil
261,JMI0082081,54501502,188,11401,Mechanical,Electrical,Electronics,Civil,Computer
262,JMI0002324,11650214,188,11427,Computer,Civil,Electrical,Electronics,Mechanical
263,JMI0012444,11630760,188,11438,Computer,Electrical,Civil,Electronics,Mechanical
264,JMI0015939,11615711,187,11508,Computer,Mechanical,Civil,Electrical,Electronics
265,JMI0123754,12802536,187,11533,Computer,Electrical,Electronics,Mechanical,Civil
266,JMI0005187,19806491,187,11555,Computer,Mechanical,Electrical,Electronics,Civil
267,JMI0001601,19709270,187,11562,Electronics,Computer,Electrical,Mechanical,Civil
268,JMI0008535,59801481,187,11571,Computer,Civil,Electrical,Mechanical,Electronics
269,JMI0003332,11125577,187,11572,Mechanical,Civil,Electrical,Computer,Electronics
270,JMI0102835,19900478,187,11590,Computer,Electronics,Electrical,Mechanical,Civil
271,JMI0091943,19707462,187,11626,Computer,Electrical,Electronics,Mechanical,Civil
272,JMI0006623,12800342,187,11632,Computer,Electronics,Mechanical,Electrical,Civil
273,JMI0012071,11610433,187,11639,Mechanical,Electronics,Computer,Electrical,Civil
,,,CATEGORYWISE MERIT LIST : B14 - BTECH,,,,,,
RANK,JMI REG NO,JEEROLL,JEEMARKS,JEERANK,PREF1,PREF2,PREF3,PREF4,PREF5
274,JMI0001516,11622092,187,11646,Computer,Electronics,Electrical,Mechanical,Civil
275,JMI0004458,11605106,187,11663,Computer,Mechanical,Civil,Electrical,Electronics
276,JMI0017550,19808127,187,11665,Electrical,Computer,Civil,Mechanical,Electronics
277,JMI0004510,11115749,187,11708,Computer,Computer,Computer,Computer,Computer
278,JMI0010310,11609829,187,11718,Computer,Electronics,Mechanical,Electrical,Civil
279,JMI0007576,11646677,187,11720,Computer,Electrical,Electronics,Mechanical,Civil
280,JMI0014122,19902647,187,11721,Computer,Electronics,Mechanical,Electrical,Civil
281,JMI0087387,13102255,187,11726,Civil,Computer,Electrical,Mechanical,Electronics
282,JMI0001407,19702483,187,11730,Computer,Electronics,Civil,Electrical,Mechanical
283,JMI0023325,11625662,187,11740,Mechanical,Electrical,Computer,Civil,Electronics
284,JMI0069615,11640516,186,11774,Computer,Electrical,Mechanical,Electronics,Civil
285,JMI0042982,17702040,186,11805,Computer,Electrical,Electronics,Mechanical,Civil
286,JMI0019118,19809867,186,11821,Civil,Electrical,Mechanical,Computer,Electronics
287,JMI0117381,11201377,186,11851,Computer,Electronics,Electrical,Mechanical,Civil
288,JMI0005857,11626350,186,11882,Computer,Electronics,Electrical,Mechanical,Civil
289,JMI0105370,11611899,186,12012,Computer,Electronics,Electrical,Mechanical,Civil
290,JMI0023981,17600408,185,12029,Computer,Mechanical,Electrical,Civil,Electronics
291,JMI0006453,11627651,185,12055,Computer,Electronics,Electrical,Civil,Mechanical
292,JMI0008395,11204867,185,12093,Computer,Electronics,Electrical,Mechanical,Civil
293,JMI0049122,19501984,185,12102,Computer,Electrical,Mechanical,Electronics,Civil
294,JMI0004697,11603666,185,12128,Mechanical,Electrical,Civil,Computer,Electronics
295,JMI0103353,11611638,185,12131,Computer,Electronics,Mechanical,Electrical,Civil
296,JMI0016964,11638608,185,12158,Computer,Electrical,Electronics,Mechanical,Civil
297,JMI0027417,19405225,185,12172,Computer,Electronics,Electrical,Civil,Mechanical
298,JMI0085004,11630706,185,12216,Computer,Electronics,Electrical,Civil,Mechanical
,,,CATEGORYWISE MERIT LIST : B14 - BTECH,,,,,,
RANK,JMI REG NO,JEEROLL,JEEMARKS,JEERANK,PREF1,PREF2,PREF3,PREF4,PREF5
